"site.id","constituent","Water_Year","RL5.n","RL5.Flux_Rate","RL5.SE","RL5.CI_lower","RL5.CI_upper","RL7.n","RL7.Flux_Rate","RL7.SE","RL7.CI_lower","RL7.CI_upper","CMP.n","CMP.Flux_Rate","CMP.SE","CMP.CI_lower","CMP.CI_upper","INT.n","INT.Flux_Rate","INT.SE","INT.CI_lower","INT.CI_upper","BRE.n","BRE.Flux_Rate","BRE.SE","BRE.CI_lower","BRE.CI_upper","loadflex.version","run.date"
"RONC02800","PT","2001",273,17491.9868893559,1223771.17235522,0.825656335496141,75695.1577778302,NA,NA,NA,NA,NA,273,8298.96608655967,NA,NA,NA,273,8787.66993562236,NA,NA,NA,NA,NA,NA,NA,NA,"1.1.11",2017-07-03 19:49:21
"RONC02800","PT","2002",365,30909.8374049946,654441.834127856,11.4860360059408,185142.821624581,NA,NA,NA,NA,NA,365,18106.9030266903,NA,NA,NA,365,12560.8244257878,NA,NA,NA,NA,NA,NA,NA,NA,"1.1.11",2017-07-03 19:49:21
"RONC02800","PT","2003",365,28258.240392514,397961.064405204,22.010958340945,182001.9745887,NA,NA,NA,NA,NA,365,17671.8438936415,NA,NA,NA,365,10544.834479712,NA,NA,NA,NA,NA,NA,NA,NA,"1.1.11",2017-07-03 19:49:21
"RONC02800","PT","2004",366,31692.6043085145,225345.540072723,90.0780942585539,216275.966619612,NA,NA,NA,NA,NA,366,21690.7649002463,NA,NA,NA,366,11865.6830280543,NA,NA,NA,NA,NA,NA,NA,NA,"1.1.11",2017-07-03 19:49:21
"RONC02800","PT","2005",365,33209.3635665981,130708.300936296,307.295778602817,217626.65692379,NA,NA,NA,NA,NA,365,24198.7480471988,NA,NA,NA,365,11845.2113629516,NA,NA,NA,NA,NA,NA,NA,NA,"1.1.11",2017-07-03 19:49:21
"RONC02800","PT","2006",365,27144.3915917418,83095.7581223413,420.649592406251,168891.846296203,NA,NA,NA,NA,NA,365,20380.5757773973,NA,NA,NA,365,9227.32839884084,NA,NA,NA,NA,NA,NA,NA,NA,"1.1.11",2017-07-03 19:49:21
"RONC02800","PT","2007",365,30489.968635767,47208.4667549674,1893.38338961069,144523.695645794,NA,NA,NA,NA,NA,365,24024.3218048725,NA,NA,NA,365,12625.1658948712,NA,NA,NA,NA,NA,NA,NA,NA,"1.1.11",2017-07-03 19:49:21
"RONC02800","PT","2008",366,26710.3923898173,28572.8488889093,3292.9538883781,101038.24406816,366,1250382.54015278,39754570.6494624,226.649991150261,6817299.00818934,366,21604.6223194391,NA,NA,NA,366,11748.8616270338,NA,NA,NA,NA,NA,NA,NA,NA,"1.1.11",2017-07-03 19:49:21
"RONC02800","PT","2009",365,24170.1152978304,16343.6272788266,6014.25996721482,66656.983750194,365,252393.850495213,575094.25284293,7191.10525838885,1430681.04841777,365,19836.6939507605,NA,NA,NA,365,12376.4721433723,NA,NA,NA,NA,NA,NA,NA,NA,"1.1.11",2017-07-03 19:49:21
"RONC02800","PT","2010",365,22797.9278036665,9596.95022346745,9520.38713004401,46375.0164644232,365,58301.6423941738,41448.587383138,13565.0218655454,166449.143174982,365,23494.7661791907,NA,NA,NA,365,22498.4989305558,NA,NA,NA,NA,NA,NA,NA,NA,"1.1.11",2017-07-03 19:49:21
"RONC02800","PT","2011",365,16899.8446816274,5199.81245657263,8958.49282790596,29123.7618625188,365,12920.4529176861,3493.20087351825,7410.85647008129,20991.7493218867,365,18140.277472401,NA,NA,NA,365,19208.2038124345,NA,NA,NA,NA,NA,NA,NA,NA,"1.1.11",2017-07-03 19:49:21
"RONC02800","PT","2012",366,13640.7464671592,3859.33600327409,7619.13169841764,22611.42085667,366,8036.72961642548,2148.1513294658,4639.64641661198,12992.8373468968,366,5543.63776784959,NA,NA,NA,366,6198.36931328671,NA,NA,NA,NA,NA,NA,NA,NA,"1.1.11",2017-07-03 19:49:21
"RONC02800","PT","2013",365,10545.2457856386,3867.15129057118,4935.06400059539,19861.9759144627,365,8417.43774897067,2509.50340008404,4552.99873181728,14291.6154119192,365,10025.7788662143,NA,NA,NA,365,11660.3783709015,NA,NA,NA,NA,NA,NA,NA,NA,"1.1.11",2017-07-03 19:49:21
"RONC02800","PT","2014",365,6784.16294306527,2218.44926623359,3452.41670153658,12043.383276045,365,9104.06529092485,3099.07171539354,4503.74313994163,16492.3019470133,365,6622.63442940694,NA,NA,NA,365,7884.60893023405,NA,NA,NA,NA,NA,NA,NA,NA,"1.1.11",2017-07-03 19:49:21
"RONC02800","PT","2015",92,6221.27486148939,2994.57986542562,2291.13074998662,13715.3347118641,92,24489.4815675202,27801.0667708307,2720.32752974131,96325.7524396837,92,8748.99421562108,NA,NA,NA,92,13298.6074456488,NA,NA,NA,NA,NA,NA,NA,NA,"1.1.11",2017-07-03 19:49:21
